id
3280350
1498570
1895880
2345650
369990
3405540
1795190
2879570
2508980
1832070
1687210
302730
1841350
676440
2530660
1305450
1196500
374400
1709510
976340
1551470
2182440
2068880
1230050
2318080
2217130
3601660
4080840
3191410
984830
2881720
2338040
2313760
908590
2253900
3232820
3241030
3061880
2097490
2995920
1162960
2817620
2542860
2050510
3319740
604450
1474850
1363770
1474860
1474880
755756
724490
3860080
345480
1948390
2707150
2626960
1475150
3145640
805660
1743710
3367950
3151840
4475740
4049380
1002010
2802980
2525630
2961300
3843460
4164960
3307190
1225190
3529540
1633210
1929950
2795850
2574850
3492650
3242770
4170730
1468850
842940
3586080
3048340
3477290
1537830
2543180
1342330
316610
290260
3498720
636500
610380
1050510
869540
581310
4530890
1568460
2852320
2851660
2303250
890680
804620
1096530
1474700
663390
771950
211050
403120
1031080
1158260
792160
2008410
3866000
1048530
523150
628900
354310
1069460
1218560
1077600
1034410
790600
391580
1014810
837400
2550290
1129690
636560
3142290
1805570
685420
1545340
1078800
2534060
2251740
3178920
1877120
2272460
4093730
3323580
2673570
2512040
4308710
4324240
2512010
1051320
4313660
4313670
4370640
4375720
4324250
4401450
994910
449960
3811450
2686020
1116110
1128430
4193250
2064830
4009840
1089540
3967800
4247810
2690540
1722100
3938150
1013320
1269370
1571190
2455500
2295520
3080170
2502650
2782830
368180
4416020
4476000
3151430
3050800
1506192
1506195
1506191
1506194
1506193
3952050
2590580
2909990
2895180
3018620
3666570
4122320
2282040
4085560
1466890
1844830
1844820
1844850
2317490
2687450
3746540
3772960
2280
2703850
2774040
1492680
3405480
645630
2712950
690180
312750
3402630
1402120
3153150
436090
1224060
1052530
1913930
2878270
1274660
2721510
379310
397220
1268960
2272740
3710880
2593190
1236890
1454460
1346590
1244160
3075620
2498480
568290
339330
1162380
1535180
3171120
2458120
1435650
2392620
2165980
1442520
2808420
1605320
2555320
550310
1282531
243200
458480
1544460
249590
1841020
1856860
458540
1747680
1747690
912560
757820
3425970
1265140
298930
1841040
777160
298950
1844550
818440
466490
251310
348870
1743710
924250
3277410
952460
3234970
3280660
2097610
2409920
4525820
2277830
3707190
2504440
3268290
4159570
1016650
2022950
3478690
1432110
2936600
2157670
2825340
1692590
3872410
2564840
1068820
2556990
1324350
1170720
1374380
3387560
2851640
888970
2004380
2274860
4559900
1002010
1303780
3713090
1657350
1267900
830810
2313760
2784040
3778150
2508170
1294310
3902520
494840
979110
3432750
3989240
1069650
1512940
2530950
3002620
749960
1044220
461620
754500
2004380
3177130
2274860
2704060
2304680
2307580
1140030
2671480
2298630
4119200
2283240
1875310
2315010
2328780
4416020
3897690
1333620
1027860
3400360
3270780
2217130
1716840
758430
3265620
2295580
3854320
1399400
1158420
2800630
355180
2004380
1301590
1597480
718560
290730
1276760
315460
1160750
798510
383740
694190
3465170
1057800
3072970
2946280
2389560
1151080
350110
542480
3391740
716630
2522270
3145640
2542630
1766750
2842430
1234320
3292740
1688270
1807510
372490
1807526
2012240
1873944
1873940
1807523
1807515
1807514
1807513
1807512
1807511
1873948
1873947
1873946
1873945
1873943
1873942
1873941
1807525
1807524
1807522
1807521
3673180
608660
1416720
3278100
1245620
2344520
2536520
1903340
238960
2694490
1371980
2074920
3681010
899770
1297900
990080
2426960
2356560
1604030
1044720
2515020
2680010
1096530
1277400
1105670
2457220
625960
1084600
1432860
2072450
701160
1750770
2530980
2492040
974480
1123050
1996390
619820
3788800
1244090
3338950
4423580
20920
3438920
418460
1493640
1230530
1218210
356650
1804470
692850
1721060
1289810
1330000
269210
2627260
204360
1549250
330020
1135230
418340
1331510
606280
1710170
2825410
3040220
2610710
774241
2351560
1656930
887450
2059570
887420
979810
2783610
1239360
449960
214170
3877790
2065810
1306630
1901810
1777990
266510
961490
210950
2017480
1142080
789760
3288300
710030
3620050
4112640
2569170
2541990
2100150
790850
3065870
3499550
1627210
3330530
4236910
2427790
3742830
438100
673750
1904480
2113850
824270
1626170
436150
1274570
232090
1672810
1419170
3483740
1105670
3293010
1088850
2753970
3213850
605740
3798230
379720
1235731
2934220
531510
1817230
2073250
1455840
3558400
3247750
2634890
2560240
1549970
361280
1474700
985890
2439510
1755910
285920
1731290
207490
3789230
383150
24800
1068820
1018830
1284410
994910
4130120
2111190
253710
1061910
4049090
2321470
1634860
1612420
242680
270150
3741860
1074320
2841770
1608640
281920
864860
408410
3186250
707030
948990
539470
274500
1143810
984110
242860
2620000
755980
1843730
1403080
3504780
67370
1307490
1157260
